VCD info: dumpfile tb_alu.vcd opened for output.
ROR     ---D---- ---S---- ZC = ---Q---- ZC
        00000002 7fffffff 01 = 80000001 00
        00000002 7fffffff 11 = 80000001 00
        7fffffff 7fffffff 00 = fffffffe 00
        7fffffff 7fffffff 10 = fffffffe 00
        7fffffff 7fffffff 01 = fffffffe 00
        7fffffff 7fffffff 11 = fffffffe 00
        80000000 7fffffff 00 = ffffffff 00
        80000000 7fffffff 10 = ffffffff 00
        80000000 7fffffff 01 = ffffffff 00
        80000000 7fffffff 11 = ffffffff 00
        80000001 7fffffff 00 = 00000000 11
        80000001 7fffffff 10 = 00000000 11
        80000001 7fffffff 01 = 00000000 11
        80000001 7fffffff 11 = 00000000 11
        fffffffe 7fffffff 00 = 7ffffffd 01
        fffffffe 7fffffff 10 = 7ffffffd 01
        fffffffe 7fffffff 01 = 7ffffffd 01
        fffffffe 7fffffff 11 = 7ffffffd 01
        ffffffff 7fffffff 00 = 7ffffffe 01
        ffffffff 7fffffff 10 = 7ffffffe 01
        ffffffff 7fffffff 01 = 7ffffffe 01
        ffffffff 7fffffff 11 = 7ffffffe 01
        00000000 80000000 00 = 80000000 00
        00000000 80000000 10 = 80000000 00
        00000000 80000000 01 = 80000000 00
        00000000 80000000 11 = 80000000 00
        00000001 80000000 00 = 80000001 00
        00000001 80000000 10 = 80000001 00
        00000001 80000000 01 = 80000001 00
        00000001 80000000 11 = 80000001 00
        00000002 80000000 00 = 80000002 00
        00000002 80000000 10 = 80000002 00
        00000002 80000000 01 = 80000002 00
        00000002 80000000 11 = 80000002 00
        7fffffff 80000000 00 = ffffffff 00
        7fffffff 80000000 10 = ffffffff 00
        7fffffff 80000000 01 = ffffffff 00
        7fffffff 80000000 11 = ffffffff 00
        80000000 80000000 00 = 00000000 11
        80000000 80000000 10 = 00000000 11
        80000000 80000000 01 = 00000000 11
        80000000 80000000 11 = 00000000 11
        80000001 80000000 00 = 00000001 01
        80000001 80000000 10 = 00000001 01
        80000001 80000000 01 = 00000001 01
        80000001 80000000 11 = 00000001 01
        fffffffe 80000000 00 = 7ffffffe 01
        fffffffe 80000000 10 = 7ffffffe 01
        fffffffe 80000000 01 = 7ffffffe 01
        fffffffe 80000000 11 = 7ffffffe 01
        ffffffff 80000000 00 = 7fffffff 01
        ffffffff 80000000 10 = 7fffffff 01
        ffffffff 80000000 01 = 7fffffff 01
        ffffffff 80000000 11 = 7fffffff 01
        00000000 80000001 00 = 80000001 00
        00000000 80000001 10 = 80000001 00
        00000000 80000001 01 = 80000001 00
        00000000 80000001 11 = 80000001 00
        00000001 80000001 00 = 80000002 00
        00000001 80000001 10 = 80000002 00
        00000001 80000001 01 = 80000002 00
        00000001 80000001 11 = 80000002 00
        00000002 80000001 00 = 80000003 00
        00000002 80000001 10 = 80000003 00
        00000002 80000001 01 = 80000003 00
        00000002 80000001 11 = 80000003 00
        7fffffff 80000001 00 = 00000000 11
        7fffffff 80000001 10 = 00000000 11
        7fffffff 80000001 01 = 00000000 11
        7fffffff 80000001 11 = 00000000 11
        80000000 80000001 00 = 00000001 01
        80000000 80000001 10 = 00000001 01
        80000000 80000001 01 = 00000001 01
        80000000 80000001 11 = 00000001 01
        80000001 80000001 00 = 00000002 01
        80000001 80000001 10 = 00000002 01
        80000001 80000001 01 = 00000002 01
        80000001 80000001 11 = 00000002 01
        fffffffe 80000001 00 = 7fffffff 01
        fffffffe 80000001 10 = 7fffffff 01
        fffffffe 80000001 01 = 7fffffff 01
        fffffffe 80000001 11 = 7fffffff 01
        ffffffff 80000001 00 = 80000000 01
        ffffffff 80000001 10 = 80000000 01
        ffffffff 80000001 01 = 80000000 01
        ffffffff 80000001 11 = 80000000 01
        00000000 fffffffe 00 = fffffffe 00
        00000000 fffffffe 10 = fffffffe 00
        00000000 fffffffe 01 = fffffffe 00
        00000000 fffffffe 11 = fffffffe 00
        00000001 fffffffe 00 = ffffffff 00
        00000001 fffffffe 10 = ffffffff 00
        00000001 fffffffe 01 = ffffffff 00
        00000001 fffffffe 11 = ffffffff 00
        00000002 fffffffe 00 = 00000000 11
        00000002 fffffffe 10 = 00000000 11
        00000002 fffffffe 01 = 00000000 11
        00000002 fffffffe 11 = 00000000 11
        7fffffff fffffffe 00 = 7ffffffd 01
        7fffffff fffffffe 10 = 7ffffffd 01
        7fffffff fffffffe 01 = 7ffffffd 01
        7fffffff fffffffe 11 = 7ffffffd 01
        80000000 fffffffe 00 = 7ffffffe 01
        80000000 fffffffe 10 = 7ffffffe 01
        80000000 fffffffe 01 = 7ffffffe 01
        80000000 fffffffe 11 = 7ffffffe 01
        80000001 fffffffe 00 = 7fffffff 01
        80000001 fffffffe 10 = 7fffffff 01
        80000001 fffffffe 01 = 7fffffff 01
        80000001 fffffffe 11 = 7fffffff 01
        fffffffe fffffffe 00 = fffffffc 01
        fffffffe fffffffe 10 = fffffffc 01
        fffffffe fffffffe 01 = fffffffc 01
        fffffffe fffffffe 11 = fffffffc 01
        ffffffff fffffffe 00 = fffffffd 01
        ffffffff fffffffe 10 = fffffffd 01
        ffffffff fffffffe 01 = fffffffd 01
        ffffffff fffffffe 11 = fffffffd 01
        00000000 ffffffff 00 = ffffffff 00
        00000000 ffffffff 10 = ffffffff 00
        00000000 ffffffff 01 = ffffffff 00
        00000000 ffffffff 11 = ffffffff 00
        00000001 ffffffff 00 = 00000000 11
        00000001 ffffffff 10 = 00000000 11
        00000001 ffffffff 01 = 00000000 11
        00000001 ffffffff 11 = 00000000 11
        00000002 ffffffff 00 = 00000001 01
        00000002 ffffffff 10 = 00000001 01
        00000002 ffffffff 01 = 00000001 01
        00000002 ffffffff 11 = 00000001 01
        7fffffff ffffffff 00 = 7ffffffe 01
        7fffffff ffffffff 10 = 7ffffffe 01
        7fffffff ffffffff 01 = 7ffffffe 01
        7fffffff ffffffff 11 = 7ffffffe 01
        80000000 ffffffff 00 = 7fffffff 01
        80000000 ffffffff 10 = 7fffffff 01
        80000000 ffffffff 01 = 7fffffff 01
        80000000 ffffffff 11 = 7fffffff 01
        80000001 ffffffff 00 = 80000000 01
        80000001 ffffffff 10 = 80000000 01
        80000001 ffffffff 01 = 80000000 01
        80000001 ffffffff 11 = 80000000 01
        fffffffe ffffffff 00 = fffffffd 01
        fffffffe ffffffff 10 = fffffffd 01
        fffffffe ffffffff 01 = fffffffd 01
        fffffffe ffffffff 11 = fffffffd 01
        ffffffff ffffffff 00 = fffffffe 01
        ffffffff ffffffff 10 = fffffffe 01
        ffffffff ffffffff 01 = fffffffe 01
        ffffffff ffffffff 11 = fffffffe 01
SUB     ---D---- ---S---- ZC = ---Q---- ZC
        00000000 00000000 00 = 00000000 10
        00000000 00000000 10 = 00000000 10
        00000000 00000000 01 = 00000000 10
        00000000 00000000 11 = 00000000 10
        00000001 00000000 00 = 00000001 00
        00000001 00000000 10 = 00000001 00
        00000001 00000000 01 = 00000001 00
        00000001 00000000 11 = 00000001 00
        00000002 00000000 00 = 00000002 00
        00000002 00000000 10 = 00000002 00
        00000002 00000000 01 = 00000002 00
        00000002 00000000 11 = 00000002 00
        7fffffff 00000000 00 = 7fffffff 00
        7fffffff 00000000 10 = 7fffffff 00
        7fffffff 00000000 01 = 7fffffff 00
        7fffffff 00000000 11 = 7fffffff 00
        80000000 00000000 00 = 80000000 00
        80000000 00000000 10 = 80000000 00
        80000000 00000000 01 = 80000000 00
        80000000 00000000 11 = 80000000 00
        80000001 00000000 00 = 80000001 00
        80000001 00000000 10 = 80000001 00
        80000001 00000000 01 = 80000001 00
        80000001 00000000 11 = 80000001 00
        fffffffe 00000000 00 = fffffffe 00
        fffffffe 00000000 10 = fffffffe 00
        fffffffe 00000000 01 = fffffffe 00
        fffffffe 00000000 11 = fffffffe 00
        ffffffff 00000000 00 = ffffffff 00
        ffffffff 00000000 10 = ffffffff 00
        ffffffff 00000000 01 = ffffffff 00
        ffffffff 00000000 11 = ffffffff 00
        00000000 00000001 00 = ffffffff 01
        00000000 00000001 10 = ffffffff 01
        00000000 00000001 01 = ffffffff 01
        00000000 00000001 11 = ffffffff 01
        00000001 00000001 00 = 00000000 10
        00000001 00000001 10 = 00000000 10
        00000001 00000001 01 = 00000000 10
        00000001 00000001 11 = 00000000 10
        00000002 00000001 00 = 00000001 00
        00000002 00000001 10 = 00000001 00
        00000002 00000001 01 = 00000001 00
        00000002 00000001 11 = 00000001 00
        7fffffff 00000001 00 = 7ffffffe 00
        7fffffff 00000001 10 = 7ffffffe 00
        7fffffff 00000001 01 = 7ffffffe 00
        7fffffff 00000001 11 = 7ffffffe 00
        80000000 00000001 00 = 7fffffff 00
        80000000 00000001 10 = 7fffffff 00
        80000000 00000001 01 = 7fffffff 00
        80000000 00000001 11 = 7fffffff 00
        80000001 00000001 00 = 80000000 00
        80000001 00000001 10 = 80000000 00
        80000001 00000001 01 = 80000000 00
        80000001 00000001 11 = 80000000 00
        fffffffe 00000001 00 = fffffffd 00
        fffffffe 00000001 10 = fffffffd 00
        fffffffe 00000001 01 = fffffffd 00
        fffffffe 00000001 11 = fffffffd 00
        ffffffff 00000001 00 = fffffffe 00
        ffffffff 00000001 10 = fffffffe 00
        ffffffff 00000001 01 = fffffffe 00
        ffffffff 00000001 11 = fffffffe 00
        00000000 00000002 00 = fffffffe 01
        00000000 00000002 10 = fffffffe 01
        00000000 00000002 01 = fffffffe 01
        00000000 00000002 11 = fffffffe 01
        00000001 00000002 00 = ffffffff 01
        00000001 00000002 10 = ffffffff 01
        00000001 00000002 01 = ffffffff 01
        00000001 00000002 11 = ffffffff 01
        00000002 00000002 00 = 00000000 10
        00000002 00000002 10 = 00000000 10
        00000002 00000002 01 = 00000000 10
        00000002 00000002 11 = 00000000 10
        7fffffff 00000002 00 = 7ffffffd 00
        7fffffff 00000002 10 = 7ffffffd 00
        7fffffff 00000002 01 = 7ffffffd 00
        7fffffff 00000002 11 = 7ffffffd 00
        80000000 00000002 00 = 7ffffffe 00
        80000000 00000002 10 = 7ffffffe 00
        80000000 00000002 01 = 7ffffffe 00
        80000000 00000002 11 = 7ffffffe 00
        80000001 00000002 00 = 7fffffff 00
        80000001 00000002 10 = 7fffffff 00
        80000001 00000002 01 = 7fffffff 00
        80000001 00000002 11 = 7fffffff 00
        fffffffe 00000002 00 = fffffffc 00
        fffffffe 00000002 10 = fffffffc 00
        fffffffe 00000002 01 = fffffffc 00
        fffffffe 00000002 11 = fffffffc 00
        ffffffff 00000002 00 = fffffffd 00
        ffffffff 00000002 10 = fffffffd 00
        ffffffff 00000002 01 = fffffffd 00
        ffffffff 00000002 11 = fffffffd 00
        00000000 7fffffff 00 = 80000001 01
        00000000 7fffffff 10 = 80000001 01
        00000000 7fffffff 01 = 80000001 01
        00000000 7fffffff 11 = 80000001 01
        00000001 7fffffff 00 = 80000002 01
        00000001 7fffffff 10 = 80000002 01
        00000001 7fffffff 01 = 80000002 01
        00000001 7fffffff 11 = 80000002 01
        00000002 7fffffff 00 = 80000003 01
        00000002 7fffffff 10 = 80000003 01
        00000002 7fffffff 01 = 80000003 01
        00000002 7fffffff 11 = 80000003 01
        7fffffff 7fffffff 00 = 00000000 10
        7fffffff 7fffffff 10 = 00000000 10
        7fffffff 7fffffff 01 = 00000000 10
        7fffffff 7fffffff 11 = 00000000 10
        80000000 7fffffff 00 = 00000001 00
        80000000 7fffffff 10 = 00000001 00
        80000000 7fffffff 01 = 00000001 00
        80000000 7fffffff 11 = 00000001 00
        80000001 7fffffff 00 = 00000002 00
        80000001 7fffffff 10 = 00000002 00
        80000001 7fffffff 01 = 00000002 00
        80000001 7fffffff 11 = 00000002 00
        fffffffe 7fffffff 00 = 7fffffff 00
        fffffffe 7fffffff 10 = 7fffffff 00
        fffffffe 7fffffff 01 = 7fffffff 00
        fffffffe 7fffffff 11 = 7fffffff 00
        ffffffff 7fffffff 00 = 80000000 00
        ffffffff 7fffffff 10 = 80000000 00
        ffffffff 7fffffff 01 = 80000000 00
        ffffffff 7fffffff 11 = 80000000 00
        00000000 80000000 00 = 80000000 01
        00000000 80000000 10 = 80000000 01
        00000000 80000000 01 = 80000000 01
        00000000 80000000 11 = 80000000 01
        00000001 80000000 00 = 80000001 01
        00000001 80000000 10 = 80000001 01
        00000001 80000000 01 = 80000001 01
        00000001 80000000 11 = 80000001 01
        00000002 80000000 00 = 80000002 01
        00000002 80000000 10 = 80000002 01
        00000002 80000000 01 = 80000002 01
        00000002 80000000 11 = 80000002 01
        7fffffff 80000000 00 = ffffffff 01
        7fffffff 80000000 10 = ffffffff 01
        7fffffff 80000000 01 = ffffffff 01
        7fffffff 80000000 11 = ffffffff 01
        80000000 80000000 00 = 00000000 10
        80000000 80000000 10 = 00000000 10
        80000000 80000000 01 = 00000000 10
        80000000 80000000 11 = 00000000 10
        80000001 80000000 00 = 00000001 00
        80000001 80000000 10 = 00000001 00
        80000001 80000000 01 = 00000001 00
        80000001 80000000 11 = 00000001 00
        fffffffe 80000000 00 = 7ffffffe 00
        fffffffe 80000000 10 = 7ffffffe 00
        fffffffe 80000000 01 = 7ffffffe 00
        fffffffe 80000000 11 = 7ffffffe 00
        ffffffff 80000000 00 = 7fffffff 00
        ffffffff 80000000 10 = 7fffffff 00
        ffffffff 80000000 01 = 7fffffff 00
        ffffffff 80000000 11 = 7fffffff 00
        00000000 80000001 00 = 7fffffff 01
        00000000 80000001 10 = 7fffffff 01
        00000000 80000001 01 = 7fffffff 01
        00000000 80000001 11 = 7fffffff 01
        00000001 80000001 00 = 80000000 01
        00000001 80000001 10 = 80000000 01
        00000001 80000001 01 = 80000000 01
        00000001 80000001 11 = 80000000 01
        00000002 80000001 00 = 80000001 01
        00000002 80000001 10 = 80000001 01
        00000002 80000001 01 = 80000001 01
        00000002 80000001 11 = 80000001 01
        7fffffff 80000001 00 = fffffffe 01
        7fffffff 80000001 10 = fffffffe 01
        7fffffff 80000001 01 = fffffffe 01
        7fffffff 80000001 11 = fffffffe 01
        80000000 80000001 00 = ffffffff 01
        80000000 80000001 10 = ffffffff 01
        80000000 80000001 01 = ffffffff 01
        80000000 80000001 11 = ffffffff 01
        80000001 80000001 00 = 00000000 10
        80000001 80000001 10 = 00000000 10
        80000001 80000001 01 = 00000000 10
        80000001 80000001 11 = 00000000 10
        fffffffe 80000001 00 = 7ffffffd 00
        fffffffe 80000001 10 = 7ffffffd 00
        fffffffe 80000001 01 = 7ffffffd 00
        fffffffe 80000001 11 = 7ffffffd 00
        ffffffff 80000001 00 = 7ffffffe 00
        ffffffff 80000001 10 = 7ffffffe 00
        ffffffff 80000001 01 = 7ffffffe 00
        ffffffff 80000001 11 = 7ffffffe 00
        00000000 fffffffe 00 = 00000002 01
        00000000 fffffffe 10 = 00000002 01
        00000000 fffffffe 01 = 00000002 01
        00000000 fffffffe 11 = 00000002 01
        00000001 fffffffe 00 = 00000003 01
        00000001 fffffffe 10 = 00000003 01
        00000001 fffffffe 01 = 00000003 01
        00000001 fffffffe 11 = 00000003 01
        00000002 fffffffe 00 = 00000004 01
        00000002 fffffffe 10 = 00000004 01
        00000002 fffffffe 01 = 00000004 01
        00000002 fffffffe 11 = 00000004 01
        7fffffff fffffffe 00 = 80000001 01
        7fffffff fffffffe 10 = 80000001 01
